,rgb_path,mask_path,dataset
81,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1070.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1070.tif,solafune
1411,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_409.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_409.tif,solafune
1270,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_282.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_282.tif,solafune
1514,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_501.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_501.tif,solafune
955,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1858.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1858.tif,solafune
1877,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_829.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_829.tif,solafune
1445,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_44.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_44.tif,solafune
448,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1400.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1400.tif,solafune
550,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1493.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1493.tif,solafune
621,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1557.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1557.tif,solafune
1801,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_760.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_760.tif,solafune
60,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1051.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1051.tif,solafune
1539,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_524.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_524.tif,solafune
48,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1040.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1040.tif,solafune
1149,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_2031.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_2031.tif,solafune
2025,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_962.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_962.tif,solafune
488,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1437.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1437.tif,solafune
1794,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_754.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_754.tif,solafune
1609,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_588.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_588.tif,solafune
665,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1597.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1597.tif,solafune
1635,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_610.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_610.tif,solafune
521,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1467.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1467.tif,solafune
1631,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_607.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_607.tif,solafune
1797,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_757.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_757.tif,solafune
1563,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_546.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_546.tif,solafune
1295,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_304.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_304.tif,solafune
1512,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_50.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_50.tif,solafune
1996,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_936.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_936.tif,solafune
387,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1346.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1346.tif,solafune
193,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1171.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1171.tif,solafune
1517,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_504.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_504.tif,solafune
502,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_145.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_145.tif,solafune
1729,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_696.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_696.tif,solafune
452,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1404.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1404.tif,solafune
868,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_178.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_178.tif,solafune
817,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1733.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1733.tif,solafune
609,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1546.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1546.tif,solafune
1502,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_491.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_491.tif,solafune
615,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1551.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1551.tif,solafune
207,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1184.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1184.tif,solafune
799,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1717.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1717.tif,solafune
1415,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_412.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_412.tif,solafune
890,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_18.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_18.tif,solafune
1,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1.tif,solafune
1971,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_913.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_913.tif,solafune
1305,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_313.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_313.tif,solafune
636,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1570.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1570.tif,solafune
1256,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_27.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_27.tif,solafune
1008,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1905.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1905.tif,solafune
159,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1140.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1140.tif,solafune
1532,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_518.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_518.tif,solafune
1533,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_519.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_519.tif,solafune
981,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1881.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1881.tif,solafune
935,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_184.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_184.tif,solafune
723,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1649.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1649.tif,solafune
545,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1489.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1489.tif,solafune
1259,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_272.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_272.tif,solafune
267,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1238.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1238.tif,solafune
900,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1808.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1808.tif,solafune
68,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1059.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1059.tif,solafune
1888,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_839.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_839.tif,solafune
475,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1425.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1425.tif,solafune
197,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1175.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1175.tif,solafune
959,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1861.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1861.tif,solafune
1025,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1920.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1920.tif,solafune
960,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1862.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1862.tif,solafune
912,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1819.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1819.tif,solafune
877,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1788.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1788.tif,solafune
493,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1441.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1441.tif,solafune
1730,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_697.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_697.tif,solafune
1432,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_428.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_428.tif,solafune
922,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1828.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1828.tif,solafune
515,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1461.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1461.tif,solafune
1752,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_716.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_716.tif,solafune
1722,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_69.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_69.tif,solafune
982,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1882.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1882.tif,solafune
1741,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_706.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_706.tif,solafune
1394,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_394.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_394.tif,solafune
1390,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_390.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_390.tif,solafune
1129,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_2013.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_2013.tif,solafune
1909,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_858.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_858.tif,solafune
85,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1074.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1074.tif,solafune
1660,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_633.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_633.tif,solafune
1184,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_2063.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_2063.tif,solafune
938,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1842.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1842.tif,solafune
91,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_108.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_108.tif,solafune
53,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1045.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1045.tif,solafune
752,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1675.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1675.tif,solafune
1230,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_246.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_246.tif,solafune
158,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_114.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_114.tif,solafune
1079,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_197.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_197.tif,solafune
970,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1871.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1871.tif,solafune
1866,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_819.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_819.tif,solafune
131,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1115.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1115.tif,solafune
147,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_113.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_113.tif,solafune
509,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1456.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1456.tif,solafune
169,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_115.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_115.tif,solafune
975,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1876.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1876.tif,solafune
1979,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_920.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_920.tif,solafune
349,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1311.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1311.tif,solafune
1052,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1945.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1945.tif,solafune
1691,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_661.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_661.tif,solafune
1522,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_509.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_509.tif,solafune
1388,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_389.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_389.tif,solafune
1020,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1916.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1916.tif,solafune
2036,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_972.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_972.tif,solafune
19,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1014.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1014.tif,solafune
1642,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_617.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_617.tif,solafune
842,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1756.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1756.tif,solafune
3,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_100.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_100.tif,solafune
1816,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_774.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_774.tif,solafune
1314,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_321.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_321.tif,solafune
503,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1450.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1450.tif,solafune
226,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1200.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1200.tif,solafune
1826,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_783.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_783.tif,solafune
1802,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_761.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_761.tif,solafune
905,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1812.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1812.tif,solafune
634,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1569.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1569.tif,solafune
1975,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_917.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_917.tif,solafune
1313,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_320.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_320.tif,solafune
80,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_107.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_107.tif,solafune
489,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1438.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1438.tif,solafune
230,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1204.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1204.tif,solafune
1980,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_921.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_921.tif,solafune
455,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1407.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1407.tif,solafune
966,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1868.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1868.tif,solafune
390,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1349.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1349.tif,solafune
160,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1141.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1141.tif,solafune
216,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1192.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1192.tif,solafune
232,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1206.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1206.tif,solafune
677,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1607.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1607.tif,solafune
725,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1650.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1650.tif,solafune
1363,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_366.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_366.tif,solafune
1849,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_803.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_803.tif,solafune
1046,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_194.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_194.tif,solafune
676,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1606.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1606.tif,solafune
1781,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_742.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_742.tif,solafune
